symbol,half_spread,impact_$100K,total_$100K,depth_buy_$100K,impact_$375K,total_$375K,depth_buy_$375K,impact_$1M,total_$1M,depth_buy_$1M,impact_$5M,total_$5M,depth_buy_$5M,ac_impact_375K,vol_annual,adtv_weekly
ADA,0.00018807598269709327,0.0003736125356861485,0.0003736125356861485,237735.2809,0.0008494110250487255,0.0008494110250487255,551773.6775,0.0019623272423879463,0.0019623272423879463,1182094.046,0.004187093777187423,0.004187093777187423,2079491.8017,0.002006142499224881,0.49466243508909163,158329952.3586
AERGO,0.00018083182640143928,0.0023023295422950627,0.0023023295422950627,7150.693069999999,0.0023023295422950627,0.0023023295422950627,7150.693069999999,0.0023023295422950627,0.0023023295422950627,7150.693069999999,0.0023023295422950627,0.0023023295422950627,7150.693069999999,0.016330662232408887,0.21942068119976185,470128.19823
AERO,0.0001462629808395334,0.003419528853603577,0.003419528853603577,74604.25568999999,0.003419528853603577,0.003419528853603577,74604.25568999999,0.003419528853603577,0.003419528853603577,74604.25568999999,0.003419528853603577,0.003419528853603577,74604.25568999999,0.016973582336190278,0.6739385442493347,4105464.90294
AEVO,0.00020907380305246903,0.004987192217907337,0.004987192217907337,46168.93141999999,0.004987192217907337,0.004987192217907337,46168.93141999999,0.004987192217907337,0.004987192217907337,46168.93141999999,0.004987192217907337,0.004987192217907337,46168.93141999999,0.02,0.6290913852495823,1726785.180511
AGLD,0.00017436791630338097,0.003718454725649203,0.003718454725649203,99595.23440000002,0.003718454725649203,0.003718454725649203,99595.23440000002,0.003718454725649203,0.003718454725649203,99595.23440000002,0.003718454725649203,0.003718454725649203,99595.23440000002,0.02,2.3761841452997854,7850871.4837
AI,0.00024455857177793085,0.004999408078023815,0.004999408078023815,26251.870980000003,0.004999408078023815,0.004999408078023815,26251.870980000003,0.004999408078023815,0.004999408078023815,26251.870980000003,0.004999408078023815,0.004999408078023815,26251.870980000003,0.02,0.7982289485167735,1087112.78588
AIA,0.0002489419965148019,0.0017544373489789653,0.0017544373489789653,2431.8914400000003,0.0017544373489789653,0.0017544373489789653,2431.8914400000003,0.0017544373489789653,0.0017544373489789653,2431.8914400000003,0.0017544373489789653,0.0017544373489789653,2431.8914400000003,0.02,1.2688501797830276,2652956.2108
AIOT,0.00017924359204157719,0.004646108154636241,0.004646108154636241,9277.893399999999,0.004646108154636241,0.004646108154636241,9277.893399999999,0.004646108154636241,0.004646108154636241,9277.893399999999,0.004646108154636241,0.004646108154636241,9277.893399999999,0.02,0.9421566970984064,754193.27134
AIXBT,0.00018772292096864263,0.004286926473606783,0.004286926473606783,53665.532250000004,0.004286926473606783,0.004286926473606783,53665.532250000004,0.004286926473606783,0.004286926473606783,53665.532250000004,0.004286926473606783,0.004286926473606783,53665.532250000004,0.011337646859447442,0.8396641427956356,14283483.55524
AKT,0.0002921413964358428,0.003672909520923089,0.003672909520923089,35600.90731,0.003672909520923089,0.003672909520923089,35600.90731,0.003672909520923089,0.003672909520923089,35600.90731,0.003672909520923089,0.003672909520923089,35600.90731,0.02,0.5382836729391507,863262.5225
ALCH,0.00012518778167254708,0.0016179499321619922,0.0016179499321619922,3819.4378500000007,0.0016179499321619922,0.0016179499321619922,3819.4378500000007,0.0016179499321619922,0.0016179499321619922,3819.4378500000007,0.0016179499321619922,0.0016179499321619922,3819.4378500000007,0.02,0.8887979216999511,1260095.48698
ALGO,0.0005837711617046285,0.0017091092994021432,0.0017091092994021432,205239.3269,0.004599043207872112,0.004599043207872112,492054.17124,0.010547624501942274,0.010547624501942274,815694.45469,0.010588207945616244,0.010588207945616244,815694.45469,0.005920972047142997,0.3736984307437993,10373499.78637
ALICE,0.003984063745019924,0.007001060377381829,0.007001060377381829,178405.8417,0.02062587470885829,0.02062587470885829,486087.12460000004,0.058769655323184955,0.058769655323184955,1026668.3151999998,0.05996168645986275,0.05996168645986275,1028895.7181999999,0.012698292706358628,1.3200792212264612,28143499.4753
ALL,0.0002121340687314149,0.0027936960126881136,0.0027936960126881136,9763.992800000002,0.0027936960126881136,0.0027936960126881136,9763.992800000002,0.0027936960126881136,0.0027936960126881136,9763.992800000002,0.0027936960126881136,0.0027936960126881136,9763.992800000002,0.02,0.4989205398662755,437856.2432
